NAME,LTP,DC,DO,DH,DL,PDC,DATE_TIME,DATE_TODAY,HOUR,MIN
YESBAN,38.90,40.95,41.00,41.95,37.00,40.95,2019-10-11 13:33:05,2019-10-11,13,33
BSESEN,"38,212.75","37,880.40","37,994.48","38,345.41","37,737.85","37,880.40",2019-10-11 14:04:34,2019-10-11,14,04
HDFBAN,"1,208.25","1,199.95","1,213.00","1,224.10","1,189.10","1,199.95",2019-10-11 14:04:34,2019-10-11,14,04
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-11 14:04:34,2019-10-11,14,04
HDFC,"2,020.45","1,987.75","2,000.00","2,024.90","1,980.80","1,987.75",2019-10-11 14:04:34,2019-10-11,14,04
INFTEC,805.55,782.90,785.95,813.00,777.00,782.90,2019-10-11 14:04:34,2019-10-11,14,04
ICIBAN,430.10,423.70,429.40,433.30,422.15,423.70,2019-10-11 14:04:34,2019-10-11,14,04
ITC,244.95,242.95,243.00,246.20,241.25,242.95,2019-10-11 14:04:34,2019-10-11,14,04
TCS,"1,987.85","2,004.40","1,933.00","1,994.40","1,929.00","2,004.40",2019-10-11 14:04:34,2019-10-11,14,04
KOTMAH,"1,599.05","1,585.85","1,592.00","1,624.90","1,575.75","1,585.85",2019-10-11 14:04:34,2019-10-11,14,04
LARTOU,"1,431.50","1,425.35","1,432.40","1,449.90","1,420.50","1,425.35",2019-10-11 14:04:34,2019-10-11,14,04
HINLEV,"2,013.30","1,967.50","1,995.00","2,015.40","1,976.90","1,967.50",2019-10-11 14:04:34,2019-10-11,14,04
AXIBAN,675.35,672.90,675.10,685.90,668.70,672.90,2019-10-11 14:04:34,2019-10-11,14,04
STABAN,257.10,254.05,256.70,261.40,251.60,254.05,2019-10-11 14:04:34,2019-10-11,14,04
BAJFI,"3,983.20","3,948.45","3,973.00","4,015.00","3,925.20","3,948.45",2019-10-11 14:04:34,2019-10-11,14,04
MARUTI,"6,708.45","6,610.15","6,650.00","6,719.25","6,630.00","6,610.15",2019-10-11 14:04:34,2019-10-11,14,04
INDBA,"1,230.00","1,228.95","1,240.00","1,253.85","1,192.00","1,228.95",2019-10-11 14:04:34,2019-10-11,14,04
ASIPAI,"1,786.80","1,778.45","1,782.00","1,801.60","1,764.55","1,778.45",2019-10-11 14:04:34,2019-10-11,14,04
BHAAIR,378.00,377.40,376.40,381.90,372.55,377.40,2019-10-11 14:04:34,2019-10-11,14,04
HCLTEC,"1,079.95","1,063.65","1,057.80","1,089.85","1,042.50","1,063.65",2019-10-11 14:04:34,2019-10-11,14,04
TITIND,"1,245.10","1,235.00","1,240.00","1,246.60","1,215.10","1,235.00",2019-10-11 14:04:34,2019-10-11,14,04
MAHMAH,559.15,566.55,570.00,575.50,554.30,566.55,2019-10-11 14:04:34,2019-10-11,14,04
BAFINS,"8,225.00","8,201.45","8,224.00","8,328.70","8,106.00","8,201.45",2019-10-11 14:04:34,2019-10-11,14,04
NTPC,116.70,117.10,116.70,118.25,115.95,117.10,2019-10-11 14:04:34,2019-10-11,14,04
NESIND,"13,971.80","13,839.85","13,840.00","13,990.00","13,840.00","13,839.85",2019-10-11 14:04:34,2019-10-11,14,04
POWGRI,201.50,199.15,199.90,204.15,199.00,199.15,2019-10-11 14:04:34,2019-10-11,14,04
ULTCEM,"4,096.10","3,980.55","3,982.00","4,098.80","3,970.00","3,980.55",2019-10-11 14:04:34,2019-10-11,14,04
TECMAH,723.00,710.85,702.50,723.75,698.05,710.85,2019-10-11 14:04:34,2019-10-11,14,04
SUNPHA,384.20,386.95,386.95,388.90,381.60,386.95,2019-10-11 14:04:34,2019-10-11,14,04
ONGC,129.20,125.40,125.45,129.65,125.45,125.40,2019-10-11 14:04:34,2019-10-11,14,04
BAAUTO,"2,905.05","2,888.00","2,878.00","2,924.50","2,878.00","2,888.00",2019-10-11 14:04:34,2019-10-11,14,04
BHARAS,"5,661.10","5,658.30","5,800.00","5,805.80","5,661.10","5,658.30",2019-10-11 14:04:34,2019-10-11,14,04
INDOIL,145.05,148.10,148.00,148.90,140.75,148.10,2019-10-11 14:04:34,2019-10-11,14,04
COALIN,188.15,184.50,185.00,190.20,185.00,184.50,2019-10-11 14:04:34,2019-10-11,14,04
WIPRO,238.90,239.15,237.60,240.00,236.70,239.15,2019-10-11 14:04:34,2019-10-11,14,04
HERHON,"2,610.45","2,601.95","2,618.80","2,634.00","2,568.90","2,601.95",2019-10-11 14:04:34,2019-10-11,14,04
BRIIND,"3,082.00","3,037.45","3,049.00","3,096.90","3,038.10","3,037.45",2019-10-11 14:04:34,2019-10-11,14,04
UNIP,591.50,583.30,582.50,593.00,581.00,583.30,2019-10-11 14:04:34,2019-10-11,14,04
DRREDD,"2,647.00","2,633.45","2,652.35","2,654.85","2,607.80","2,633.45",2019-10-11 14:04:34,2019-10-11,14,04
ADAPOR,407.50,399.95,407.30,408.90,396.10,399.95,2019-10-11 14:04:34,2019-10-11,14,04
GRASIM,699.10,696.15,700.00,705.80,688.25,696.15,2019-10-11 14:04:34,2019-10-11,14,04
VEDLIM,144.60,141.35,142.90,148.20,141.30,141.35,2019-10-11 14:04:34,2019-10-11,14,04
HINDAL,186.45,182.35,184.95,189.05,183.80,182.35,2019-10-11 14:04:34,2019-10-11,14,04
TATSTE,338.00,329.70,333.25,342.50,332.05,329.70,2019-10-11 14:04:34,2019-10-11,14,04
EICMOT,"18,281.40","18,060.05","18,209.20","18,329.75","17,934.00","18,060.05",2019-10-11 14:04:34,2019-10-11,14,04
GAIL,125.20,127.40,127.40,128.60,124.70,127.40,2019-10-11 14:04:34,2019-10-11,14,04
JSWSTE,217.00,213.80,215.50,220.80,212.80,213.80,2019-10-11 14:04:34,2019-10-11,14,04
BHAINF,257.60,256.70,256.70,258.10,252.60,256.70,2019-10-11 14:04:34,2019-10-11,14,04
CIPLA,436.40,422.25,425.00,441.60,389.55,422.25,2019-10-11 14:04:34,2019-10-11,14,04
TATMOT,121.10,116.90,117.70,121.50,117.25,116.90,2019-10-11 14:04:34,2019-10-11,14,04
ZEEENT,244.00,244.95,246.00,249.30,235.10,244.95,2019-10-11 14:04:34,2019-10-11,14,04
YESBAN,39.45,40.95,41.00,41.95,37.00,40.95,2019-10-11 14:04:34,2019-10-11,14,04
BSESEN,"38,064.32","37,880.40","37,994.48","38,345.41","37,737.85","37,880.40",2019-10-11 14:36:06,2019-10-11,14,36
HDFBAN,"1,199.70","1,199.95","1,213.00","1,224.10","1,189.10","1,199.95",2019-10-11 14:36:06,2019-10-11,14,36
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-11 14:36:06,2019-10-11,14,36
HDFC,"2,005.65","1,987.75","2,000.00","2,024.90","1,980.80","1,987.75",2019-10-11 14:36:06,2019-10-11,14,36
INFTEC,803.60,782.90,785.95,813.00,777.00,782.90,2019-10-11 14:36:06,2019-10-11,14,36
ICIBAN,428.00,423.70,429.40,433.30,422.15,423.70,2019-10-11 14:36:06,2019-10-11,14,36
ITC,244.80,242.95,243.00,246.20,241.25,242.95,2019-10-11 14:36:06,2019-10-11,14,36
TCS,"1,984.40","2,004.40","1,933.00","1,994.40","1,929.00","2,004.40",2019-10-11 14:36:06,2019-10-11,14,36
KOTMAH,"1,585.00","1,585.85","1,592.00","1,624.90","1,575.75","1,585.85",2019-10-11 14:36:06,2019-10-11,14,36
LARTOU,"1,429.00","1,425.35","1,432.40","1,449.90","1,420.50","1,425.35",2019-10-11 14:36:06,2019-10-11,14,36
HINLEV,"2,007.00","1,967.50","1,995.00","2,016.00","1,976.90","1,967.50",2019-10-11 14:36:06,2019-10-11,14,36
AXIBAN,670.90,672.90,675.10,685.90,668.70,672.90,2019-10-11 14:36:06,2019-10-11,14,36
STABAN,255.35,254.05,256.70,261.40,251.60,254.05,2019-10-11 14:36:06,2019-10-11,14,36
BAJFI,"3,969.05","3,948.45","3,973.00","4,015.00","3,925.20","3,948.45",2019-10-11 14:36:06,2019-10-11,14,36
MARUTI,"6,699.60","6,610.15","6,650.00","6,719.25","6,630.00","6,610.15",2019-10-11 14:36:06,2019-10-11,14,36
INDBA,"1,221.50","1,228.95","1,240.00","1,253.85","1,192.00","1,228.95",2019-10-11 14:36:06,2019-10-11,14,36
ASIPAI,"1,784.15","1,778.45","1,782.00","1,801.60","1,764.55","1,778.45",2019-10-11 14:36:06,2019-10-11,14,36
BHAAIR,379.90,377.40,376.40,381.90,372.55,377.40,2019-10-11 14:36:06,2019-10-11,14,36
HCLTEC,"1,076.85","1,063.65","1,057.80","1,089.85","1,042.50","1,063.65",2019-10-11 14:36:06,2019-10-11,14,36
TITIND,"1,245.65","1,235.00","1,240.00","1,249.00","1,215.10","1,235.00",2019-10-11 14:36:06,2019-10-11,14,36
MAHMAH,559.75,566.55,570.00,575.50,554.30,566.55,2019-10-11 14:36:06,2019-10-11,14,36
BAFINS,"8,190.00","8,201.45","8,224.00","8,328.70","8,106.00","8,201.45",2019-10-11 14:36:06,2019-10-11,14,36
NTPC,116.75,117.10,116.70,118.25,115.95,117.10,2019-10-11 14:36:06,2019-10-11,14,36
NESIND,"14,021.00","13,839.85","13,840.00","14,059.10","13,840.00","13,839.85",2019-10-11 14:36:06,2019-10-11,14,36
POWGRI,201.40,199.15,199.90,204.15,199.00,199.15,2019-10-11 14:36:06,2019-10-11,14,36
ULTCEM,"4,078.80","3,980.55","3,982.00","4,098.80","3,970.00","3,980.55",2019-10-11 14:36:06,2019-10-11,14,36
TECMAH,720.00,710.85,702.50,723.75,698.05,710.85,2019-10-11 14:36:06,2019-10-11,14,36
SUNPHA,382.90,386.95,386.95,388.90,381.60,386.95,2019-10-11 14:36:06,2019-10-11,14,36
ONGC,129.00,125.40,125.45,129.80,125.45,125.40,2019-10-11 14:36:06,2019-10-11,14,36
BAAUTO,"2,894.80","2,888.00","2,878.00","2,924.50","2,878.00","2,888.00",2019-10-11 14:36:06,2019-10-11,14,36
BHARAS,"5,674.70","5,658.30","5,800.00","5,805.80","5,661.10","5,658.30",2019-10-11 14:36:06,2019-10-11,14,36
INDOIL,144.50,148.10,148.00,148.90,140.75,148.10,2019-10-11 14:36:06,2019-10-11,14,36
COALIN,187.55,184.50,185.00,190.20,185.00,184.50,2019-10-11 14:36:06,2019-10-11,14,36
WIPRO,238.30,239.15,237.60,240.00,236.70,239.15,2019-10-11 14:36:06,2019-10-11,14,36
HERHON,"2,597.00","2,601.95","2,618.80","2,634.00","2,568.90","2,601.95",2019-10-11 14:36:06,2019-10-11,14,36
BRIIND,"3,081.00","3,037.45","3,049.00","3,096.90","3,038.10","3,037.45",2019-10-11 14:36:06,2019-10-11,14,36
UNIP,590.00,583.30,582.50,593.00,581.00,583.30,2019-10-11 14:36:06,2019-10-11,14,36
DRREDD,"2,640.80","2,633.45","2,652.35","2,654.85","2,607.80","2,633.45",2019-10-11 14:36:06,2019-10-11,14,36
ADAPOR,406.50,399.95,407.30,408.90,396.10,399.95,2019-10-11 14:36:06,2019-10-11,14,36
GRASIM,692.20,696.15,700.00,705.80,688.25,696.15,2019-10-11 14:36:06,2019-10-11,14,36
VEDLIM,143.65,141.35,142.90,148.20,141.30,141.35,2019-10-11 14:36:06,2019-10-11,14,36
HINDAL,186.50,182.35,184.95,189.05,183.80,182.35,2019-10-11 14:36:06,2019-10-11,14,36
TATSTE,335.75,329.70,333.25,342.50,332.05,329.70,2019-10-11 14:36:06,2019-10-11,14,36
EICMOT,"18,266.00","18,060.05","18,209.20","18,329.75","17,934.00","18,060.05",2019-10-11 14:36:06,2019-10-11,14,36
GAIL,125.10,127.40,127.40,128.60,124.70,127.40,2019-10-11 14:36:06,2019-10-11,14,36
JSWSTE,216.55,213.80,215.50,220.80,212.80,213.80,2019-10-11 14:36:06,2019-10-11,14,36
BHAINF,257.20,256.70,256.70,258.10,252.60,256.70,2019-10-11 14:36:06,2019-10-11,14,36
CIPLA,435.85,422.25,425.00,441.60,389.55,422.25,2019-10-11 14:36:06,2019-10-11,14,36
TATMOT,121.10,116.90,117.70,122.15,117.25,116.90,2019-10-11 14:36:06,2019-10-11,14,36
ZEEENT,242.25,244.95,246.00,249.30,235.10,244.95,2019-10-11 14:36:06,2019-10-11,14,36
YESBAN,39.40,40.95,41.00,41.95,37.00,40.95,2019-10-11 14:36:06,2019-10-11,14,36
BSESEN,"38,135.44","37,880.40","37,994.48","38,345.41","37,737.85","37,880.40",2019-10-11 15:07:30,2019-10-11,15,07
HDFBAN,"1,198.85","1,199.95","1,213.00","1,224.10","1,189.10","1,199.95",2019-10-11 15:07:30,2019-10-11,15,07
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-11 15:07:30,2019-10-11,15,07
HDFC,"2,009.00","1,987.75","2,000.00","2,024.90","1,980.80","1,987.75",2019-10-11 15:07:30,2019-10-11,15,07
INFTEC,819.35,782.90,785.95,819.60,777.00,782.90,2019-10-11 15:07:30,2019-10-11,15,07
ICIBAN,428.00,423.70,429.40,433.30,422.15,423.70,2019-10-11 15:07:30,2019-10-11,15,07
ITC,243.80,242.95,243.00,246.20,241.25,242.95,2019-10-11 15:07:30,2019-10-11,15,07
TCS,"1,987.35","2,004.40","1,933.00","1,994.40","1,929.00","2,004.40",2019-10-11 15:07:30,2019-10-11,15,07
KOTMAH,"1,587.60","1,585.85","1,592.00","1,624.90","1,575.75","1,585.85",2019-10-11 15:07:30,2019-10-11,15,07
LARTOU,"1,428.20","1,425.35","1,432.40","1,449.90","1,420.50","1,425.35",2019-10-11 15:07:30,2019-10-11,15,07
HINLEV,"2,004.20","1,967.50","1,995.00","2,016.00","1,976.90","1,967.50",2019-10-11 15:07:30,2019-10-11,15,07
AXIBAN,672.75,672.90,675.10,685.90,668.70,672.90,2019-10-11 15:07:30,2019-10-11,15,07
STABAN,254.85,254.05,256.70,261.40,251.60,254.05,2019-10-11 15:07:30,2019-10-11,15,07
BAJFI,"3,974.00","3,948.45","3,973.00","4,015.00","3,925.20","3,948.45",2019-10-11 15:07:30,2019-10-11,15,07
MARUTI,"6,701.80","6,610.15","6,650.00","6,719.25","6,630.00","6,610.15",2019-10-11 15:07:30,2019-10-11,15,07
INDBA,"1,223.00","1,228.95","1,240.00","1,253.85","1,192.00","1,228.95",2019-10-11 15:07:30,2019-10-11,15,07
ASIPAI,"1,788.50","1,778.45","1,782.00","1,801.60","1,764.55","1,778.45",2019-10-11 15:07:30,2019-10-11,15,07
BHAAIR,381.70,377.40,376.40,383.00,372.55,377.40,2019-10-11 15:07:30,2019-10-11,15,07
HCLTEC,"1,085.60","1,063.65","1,057.80","1,089.85","1,042.50","1,063.65",2019-10-11 15:07:30,2019-10-11,15,07
TITIND,"1,244.30","1,235.00","1,240.00","1,249.00","1,215.10","1,235.00",2019-10-11 15:07:30,2019-10-11,15,07
MAHMAH,560.45,566.55,570.00,575.50,554.30,566.55,2019-10-11 15:07:30,2019-10-11,15,07
BAFINS,"8,190.00","8,201.45","8,224.00","8,328.70","8,106.00","8,201.45",2019-10-11 15:07:30,2019-10-11,15,07
NTPC,116.55,117.10,116.70,118.25,115.95,117.10,2019-10-11 15:07:30,2019-10-11,15,07
NESIND,"14,031.55","13,839.85","13,840.00","14,060.00","13,840.00","13,839.85",2019-10-11 15:07:30,2019-10-11,15,07
POWGRI,201.35,199.15,199.90,204.15,199.00,199.15,2019-10-11 15:07:30,2019-10-11,15,07
ULTCEM,"4,076.40","3,980.55","3,982.00","4,098.80","3,970.00","3,980.55",2019-10-11 15:07:30,2019-10-11,15,07
TECMAH,722.45,710.85,702.50,723.75,698.05,710.85,2019-10-11 15:07:30,2019-10-11,15,07
SUNPHA,385.50,386.95,386.95,388.90,381.60,386.95,2019-10-11 15:07:30,2019-10-11,15,07
ONGC,128.55,125.40,125.45,129.80,125.45,125.40,2019-10-11 15:07:30,2019-10-11,15,07
BAAUTO,"2,902.85","2,888.00","2,878.00","2,924.50","2,878.00","2,888.00",2019-10-11 15:07:30,2019-10-11,15,07
BHARAS,"5,687.60","5,658.30","5,800.00","5,805.80","5,659.35","5,658.30",2019-10-11 15:07:30,2019-10-11,15,07
INDOIL,143.60,148.10,148.00,148.90,140.75,148.10,2019-10-11 15:07:30,2019-10-11,15,07
COALIN,188.80,184.50,185.00,190.20,185.00,184.50,2019-10-11 15:07:30,2019-10-11,15,07
WIPRO,239.50,239.15,237.60,240.00,236.70,239.15,2019-10-11 15:07:30,2019-10-11,15,07
HERHON,"2,596.55","2,601.95","2,618.80","2,634.00","2,568.90","2,601.95",2019-10-11 15:07:30,2019-10-11,15,07
BRIIND,"3,080.00","3,037.45","3,049.00","3,096.90","3,038.10","3,037.45",2019-10-11 15:07:30,2019-10-11,15,07
UNIP,591.00,583.30,582.50,593.00,581.00,583.30,2019-10-11 15:07:30,2019-10-11,15,07
DRREDD,"2,647.65","2,633.45","2,652.35","2,654.85","2,607.80","2,633.45",2019-10-11 15:07:30,2019-10-11,15,07
ADAPOR,409.50,399.95,407.30,409.75,396.10,399.95,2019-10-11 15:07:30,2019-10-11,15,07
GRASIM,692.45,696.15,700.00,705.80,688.25,696.15,2019-10-11 15:07:30,2019-10-11,15,07
VEDLIM,147.00,141.35,142.90,148.20,141.30,141.35,2019-10-11 15:07:30,2019-10-11,15,07
HINDAL,187.00,182.35,184.95,189.05,183.80,182.35,2019-10-11 15:07:30,2019-10-11,15,07
TATSTE,339.30,329.70,333.25,342.50,332.05,329.70,2019-10-11 15:07:30,2019-10-11,15,07
EICMOT,"18,233.70","18,060.05","18,209.20","18,329.75","17,934.00","18,060.05",2019-10-11 15:07:30,2019-10-11,15,07
GAIL,125.05,127.40,127.40,128.60,124.70,127.40,2019-10-11 15:07:30,2019-10-11,15,07
JSWSTE,217.30,213.80,215.50,220.80,212.80,213.80,2019-10-11 15:07:30,2019-10-11,15,07
BHAINF,257.85,256.70,256.70,258.90,252.60,256.70,2019-10-11 15:07:30,2019-10-11,15,07
CIPLA,440.50,422.25,425.00,442.50,389.55,422.25,2019-10-11 15:07:30,2019-10-11,15,07
TATMOT,121.15,116.90,117.70,122.15,117.25,116.90,2019-10-11 15:07:30,2019-10-11,15,07
ZEEENT,242.35,244.95,246.00,249.30,235.10,244.95,2019-10-11 15:07:30,2019-10-11,15,07
YESBAN,39.60,40.95,41.00,41.95,37.00,40.95,2019-10-11 15:07:30,2019-10-11,15,07
BSESEN,"38,127.08","38,127.08","37,994.48","38,345.41","37,737.85","37,880.40",2019-10-11 15:38:48,2019-10-11,15,38
HDFBAN,"1,198.55","1,199.95","1,213.00","1,224.10","1,189.10","1,199.95",2019-10-11 15:38:48,2019-10-11,15,38
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,2019-10-11 15:38:48,2019-10-11,15,38
HDFC,"2,010.05","1,987.75","2,000.00","2,024.90","1,980.80","1,987.75",2019-10-11 15:38:48,2019-10-11,15,38
INFTEC,815.70,782.90,785.95,823.35,777.00,782.90,2019-10-11 15:38:48,2019-10-11,15,38
ICIBAN,428.40,423.70,429.40,433.30,422.15,423.70,2019-10-11 15:38:48,2019-10-11,15,38
ITC,244.10,242.95,243.00,246.20,241.25,242.95,2019-10-11 15:38:48,2019-10-11,15,38
TCS,"1,987.05","2,004.40","1,933.00","1,994.40","1,929.00","2,004.40",2019-10-11 15:38:48,2019-10-11,15,38
KOTMAH,"1,588.10","1,585.85","1,592.00","1,624.90","1,575.75","1,585.85",2019-10-11 15:38:48,2019-10-11,15,38
LARTOU,"1,427.45","1,425.35","1,432.40","1,449.90","1,420.50","1,425.35",2019-10-11 15:38:48,2019-10-11,15,38
HINLEV,"2,004.75","1,967.50","1,995.00","2,016.00","1,976.90","1,967.50",2019-10-11 15:38:48,2019-10-11,15,38
AXIBAN,672.50,672.90,675.10,685.90,668.70,672.90,2019-10-11 15:38:48,2019-10-11,15,38
STABAN,254.50,254.05,256.70,261.40,251.60,254.05,2019-10-11 15:38:48,2019-10-11,15,38
BAJFI,"3,975.70","3,948.45","3,973.00","4,015.00","3,925.20","3,948.45",2019-10-11 15:38:48,2019-10-11,15,38
MARUTI,"6,700.15","6,610.15","6,650.00","6,719.25","6,630.00","6,610.15",2019-10-11 15:38:48,2019-10-11,15,38
INDBA,"1,223.25","1,228.95","1,240.00","1,253.85","1,192.00","1,228.95",2019-10-11 15:38:48,2019-10-11,15,38
ASIPAI,"1,790.00","1,778.45","1,782.00","1,801.60","1,764.55","1,778.45",2019-10-11 15:38:48,2019-10-11,15,38
BHAAIR,382.65,377.40,376.40,385.50,372.55,377.40,2019-10-11 15:38:48,2019-10-11,15,38
HCLTEC,"1,080.15","1,063.65","1,057.80","1,089.85","1,042.50","1,063.65",2019-10-11 15:38:48,2019-10-11,15,38
TITIND,"1,243.25","1,235.00","1,240.00","1,249.00","1,215.10","1,235.00",2019-10-11 15:38:48,2019-10-11,15,38
MAHMAH,559.80,566.55,570.00,575.50,554.30,566.55,2019-10-11 15:38:48,2019-10-11,15,38
BAFINS,"8,159.40","8,201.45","8,224.00","8,328.70","8,106.00","8,201.45",2019-10-11 15:38:48,2019-10-11,15,38
NTPC,116.65,117.10,116.70,118.25,115.95,117.10,2019-10-11 15:38:48,2019-10-11,15,38
NESIND,"14,038.60","13,839.85","13,840.00","14,060.00","13,840.00","13,839.85",2019-10-11 15:38:48,2019-10-11,15,38
POWGRI,201.00,199.15,199.90,204.15,199.00,199.15,2019-10-11 15:38:48,2019-10-11,15,38
ULTCEM,"4,075.80","3,980.55","3,982.00","4,098.80","3,970.00","3,980.55",2019-10-11 15:38:48,2019-10-11,15,38
TECMAH,721.55,710.85,702.50,723.75,698.05,710.85,2019-10-11 15:38:48,2019-10-11,15,38
SUNPHA,386.30,386.95,386.95,388.90,381.60,386.95,2019-10-11 15:38:48,2019-10-11,15,38
ONGC,129.10,125.40,125.45,129.80,125.45,125.40,2019-10-11 15:38:48,2019-10-11,15,38
BAAUTO,"2,898.40","2,888.00","2,878.00","2,924.50","2,878.00","2,888.00",2019-10-11 15:38:48,2019-10-11,15,38
BHARAS,"5,653.65","5,658.30","5,800.00","5,805.80","5,616.40","5,658.30",2019-10-11 15:38:48,2019-10-11,15,38
INDOIL,143.35,148.10,148.00,148.90,140.75,148.10,2019-10-11 15:38:48,2019-10-11,15,38
COALIN,189.05,184.50,185.00,190.20,185.00,184.50,2019-10-11 15:38:48,2019-10-11,15,38
WIPRO,239.35,239.15,237.60,240.25,236.70,239.15,2019-10-11 15:38:48,2019-10-11,15,38
HERHON,"2,596.80","2,601.95","2,618.80","2,634.00","2,568.90","2,601.95",2019-10-11 15:38:48,2019-10-11,15,38
BRIIND,"3,083.65","3,037.45","3,049.00","3,096.90","3,038.10","3,037.45",2019-10-11 15:38:48,2019-10-11,15,38
UNIP,590.10,583.30,582.50,593.00,581.00,583.30,2019-10-11 15:38:48,2019-10-11,15,38
DRREDD,"2,649.30","2,633.45","2,652.35","2,660.70","2,607.80","2,633.45",2019-10-11 15:38:48,2019-10-11,15,38
ADAPOR,408.85,399.95,407.30,410.00,396.10,399.95,2019-10-11 15:38:48,2019-10-11,15,38
GRASIM,691.25,696.15,700.00,705.80,688.25,696.15,2019-10-11 15:38:48,2019-10-11,15,38
VEDLIM,146.95,141.35,142.90,148.20,141.30,141.35,2019-10-11 15:38:48,2019-10-11,15,38
HINDAL,187.15,182.35,184.95,189.05,183.80,182.35,2019-10-11 15:38:48,2019-10-11,15,38
TATSTE,339.40,329.70,333.25,342.50,332.05,329.70,2019-10-11 15:38:48,2019-10-11,15,38
EICMOT,"18,186.30","18,060.05","18,209.20","18,329.75","17,934.00","18,060.05",2019-10-11 15:38:48,2019-10-11,15,38
GAIL,124.80,127.40,127.40,128.60,124.25,127.40,2019-10-11 15:38:48,2019-10-11,15,38
JSWSTE,217.15,213.80,215.50,220.80,212.80,213.80,2019-10-11 15:38:48,2019-10-11,15,38
BHAINF,258.45,256.70,256.70,259.60,252.60,256.70,2019-10-11 15:38:48,2019-10-11,15,38
CIPLA,441.55,422.25,425.00,443.05,389.55,422.25,2019-10-11 15:38:48,2019-10-11,15,38
TATMOT,121.35,116.90,117.70,122.15,117.25,116.90,2019-10-11 15:38:48,2019-10-11,15,38
ZEEENT,242.45,244.95,246.00,249.30,235.10,244.95,2019-10-11 15:38:48,2019-10-11,15,38
YESBAN,39.60,40.95,41.00,41.95,37.00,40.95,2019-10-11 15:38:48,2019-10-11,15,38
